FamilyTitle,FamilyCode,ClassTitle,ClassCode,BrickTitle,BrickCode,AttributeTitle,AttributeCode,AttributeValueTitle,AttributeValueCode,AttributeValueDefinition,searchable_text,searchable_text_uncleaned,stl_embedding,uuid,ref_uuid
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Fruit Juice Drinks - Ready to Drink (Shelf Stable),10000223,Juice Content Percentage,20000001.0,21-25%,30000003.0,,FRUIT JUICE DRINKS READY TO DRINK SHELF STABLE 21 25,FRUIT JUICE DRINKS - READY TO DRINK (SHELF STABLE) 21-25%,[],05a68f6d-9d18-47fc-ba88-7ee38d854e4d,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Fruit Juice Drinks - Ready to Drink (Shelf Stable),10000223,Juice Content Percentage,20000001.0,76-80%,30000014.0,,FRUIT JUICE DRINKS READY TO DRINK SHELF STABLE 76 80,FRUIT JUICE DRINKS - READY TO DRINK (SHELF STABLE) 76-80%,[],6b173ba3-3bb0-4e80-990e-5abd26a162e0,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,91-95%,30000017.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 91 95,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 91-95%,[],b5db2530-3006-4aff-812f-00669796cbc5,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,66-70%,30000012.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 66 70,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 66-70%,[],485e37c4-3bb0-4c36-82b0-1dd64bcacfa4,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,10-15%,30000001.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 10 15,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 10-15%,[],71d39d5a-cefe-4a06-9d18-1d8e11f6d393,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,76-80%,30000014.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 76 80,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 76-80%,[],37ccdd14-17b1-489b-bf61-d932c9fec999,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,41-45%,30000007.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 41 45,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 41-45%,[],9efc56c0-5915-4192-b689-178238ee9d89,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,56-60%,30000010.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 56 60,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 56-60%,[],b0c5983d-fc4a-46b3-ac4b-558e7ddf0953,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,26-30%,30000004.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 26 30,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 26-30%,[],4d92d175-2c49-40aa-a44b-6eed94e9f3fb,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,21-25%,30000003.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 21 25,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 21-25%,[],9cdcddc3-84a3-46c4-b3fc-225938afefeb,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,81-85%,30000015.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 81 85,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 81-85%,[],363360cf-d148-4434-9fc9-b5b777446635,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,16-20%,30000002.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 16 20,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 16-20%,[],d9d40ce4-a2ba-425d-89f4-520230016aef,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,51-55%,30000009.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 51 55,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 51-55%,[],810cb573-ebf8-4dff-8e14-2fcf4d272c6e,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,46- 50%,30000008.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 46 50,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 46- 50%,[],44cd436d-8c4d-47d5-8061-2404b2a27e00,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,96-99%,30000018.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 96 99,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 96-99%,[],3b554c26-67a9-4540-8690-97269bcf90d2,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,61-65%,30000011.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 61 65,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 61-65%,[],cab791e0-510a-4c7d-bfd7-d3be90b14842,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,71-75%,30000013.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 71 75,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 71-75%,[],0fbdea60-45aa-4181-be42-ac6c27d0422a,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,36-40%,30000006.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 36 40,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 36-40%,[],b916110e-6f20-44aa-a2f9-0a2e7a300797,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,86-90%,30000016.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 86 90,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 86-90%,[],53ba4fb5-9e45-41e7-835b-df9c555edc50,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Fruit Juice Drinks - Not Ready to Drink (Shelf Stable),10000309,Juice Content Percentage,20000001.0,31-35%,30000005.0,,FRUIT JUICE DRINKS NOT READY TO DRINK SHELF STABLE 31 35,FRUIT JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 31-35%,[],87a8a34c-f017-4834-b113-252127f56d09,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,61-65%,30000011.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 61 65,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 61-65%,[],8b0bc666-9064-4b8d-b79a-89ede0595d4c,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,36-40%,30000006.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 36 40,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 36-40%,[],a9fe2085-f7f1-4701-aea3-1be4503fc1b2,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,56-60%,30000010.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 56 60,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 56-60%,[],2c9abf18-c2fc-4548-8e97-797d521e34e7,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,76-80%,30000014.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 76 80,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 76-80%,[],a582cec8-7b6d-44cf-9e73-0b31e5d756a6,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,46- 50%,30000008.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 46 50,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 46- 50%,[],a9abdf08-7c1f-4092-9925-5ce338879993,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,16-20%,30000002.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 16 20,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 16-20%,[],96cb736c-faef-4d60-8f27-fe9e252abb69,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,71-75%,30000013.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 71 75,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 71-75%,[],63e055c3-1c59-4f18-8d5b-648103168c52,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,41-45%,30000007.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 41 45,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 41-45%,[],b4c15001-f194-4a03-89d7-0fd61d43e1d0,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,96-99%,30000018.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 96 99,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 96-99%,[],6d642929-35f0-4223-bdc9-1301d0874e49,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,10-15%,30000001.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 10 15,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 10-15%,[],b4df1cce-b63f-457c-9321-e4f8618301ad,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,66-70%,30000012.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 66 70,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 66-70%,[],3ddedc04-9946-411b-802c-c550b59e0990,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,26-30%,30000004.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 26 30,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 26-30%,[],544589b4-3b96-4071-89e7-f01af657009a,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,81-85%,30000015.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 81 85,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 81-85%,[],990a7c9e-326c-461c-af68-3ba6c73a09f7,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,86-90%,30000016.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 86 90,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 86-90%,[],19a3a11b-fa53-4693-9b54-d9e527ac7cfe,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,91-95%,30000017.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 91 95,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 91-95%,[],be12b08e-4932-475e-bc89-f20c57d389d4,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,31-35%,30000005.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 31 35,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 31-35%,[],ea82ac2b-87e7-4312-a2d0-1bf52f2f458e,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,51-55%,30000009.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 51 55,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 51-55%,[],79200fc8-963d-4be9-b456-8cc09c4dc145,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Perishable),10006255,Juice Content Percentage,20000001.0,21-25%,30000003.0,,VEGETABLE JUICE DRINKS READY TO DRINK PERISHABLE 21 25,VEGETABLE JUICE DRINKS - READY TO DRINK (PERISHABLE) 21-25%,[],3b290faa-f4ee-4f29-ae38-0fdb5d7f0a81,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,71-75%,30000013.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 71 75,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 71-75%,[],95455417-3dbb-48e3-ad02-44cc3a8f44fe,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,66-70%,30000012.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 66 70,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 66-70%,[],3e57e310-d109-4912-8f04-dd3d4fa89bc2,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,16-20%,30000002.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 16 20,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 16-20%,[],f4697cfc-2dd1-4581-98fe-ec437526b824,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,56-60%,30000010.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 56 60,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 56-60%,[],89190413-8c4a-4fbc-9b6a-95e3c0212399,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,41-45%,30000007.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 41 45,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 41-45%,[],dd4077eb-c0e0-4ad2-b8b9-9e10e1e672c5,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,51-55%,30000009.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 51 55,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 51-55%,[],ad189ef3-3ebc-463a-a98c-10aeabae5439,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,21-25%,30000003.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 21 25,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 21-25%,[],82ca8723-35ce-4fac-8e3f-b36546d8a8c3,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,36-40%,30000006.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 36 40,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 36-40%,[],8aed2858-e730-4595-b18b-8d3c5de0bb36,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,86-90%,30000016.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 86 90,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 86-90%,[],c7124f3e-febd-4add-8981-d87f9603480f,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,10-15%,30000001.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 10 15,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 10-15%,[],59a37da5-d57e-4f36-a85c-f2831f6f1a80,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,61-65%,30000011.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 61 65,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 61-65%,[],5b80c0a5-13bd-46be-aeed-588e819bf9d1,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,81-85%,30000015.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 81 85,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 81-85%,[],c216f24f-5047-41de-bd67-aaba31e8a1e0,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,26-30%,30000004.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 26 30,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 26-30%,[],4c9c47b7-e8b2-40a5-bdcf-a0e100e1564b,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,96-99%,30000018.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 96 99,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 96-99%,[],e71f46d1-3c04-49dc-9d23-329b448d2a96,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,76-80%,30000014.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 76 80,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 76-80%,[],51562a86-c985-48b6-a482-3eb70556ff6e,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,31-35%,30000005.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 31 35,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 31-35%,[],51335c6c-f5d6-4e80-9525-5a7653c7ddb5,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,46- 50%,30000008.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 46 50,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 46- 50%,[],dd87e48f-ebd0-4d1b-b4e3-922a52f68ffb,
Beverages,50200000,Non Alcoholic Beverages - Ready to Drink,50202300,Vegetable Juice Drinks - Ready to Drink (Shelf Stable),10006256,Juice Content Percentage,20000001.0,91-95%,30000017.0,,VEGETABLE JUICE DRINKS READY TO DRINK SHELF STABLE 91 95,VEGETABLE JUICE DRINKS - READY TO DRINK (SHELF STABLE) 91-95%,[],22ec67aa-49c8-4689-8c97-1f3f625cc780,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,21-25%,30000003.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 21 25,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 21-25%,[],1cfb6416-98fb-4fc0-a7ed-751fb9a315a3,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,26-30%,30000004.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 26 30,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 26-30%,[],70c9bebc-dc85-4024-aaf8-bdbd6915b79e,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,31-35%,30000005.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 31 35,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 31-35%,[],ac1d4c8b-daf5-46e2-a260-1482fd6ea5e3,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,16-20%,30000002.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 16 20,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 16-20%,[],0da5d62d-80d3-4e52-b74d-52aaed542ddf,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,71-75%,30000013.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 71 75,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 71-75%,[],ed92fed4-76eb-4282-8df4-2df2b0451db0,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,91-95%,30000017.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 91 95,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 91-95%,[],857499c8-4e7c-4528-b431-cf1dbb4fadc3,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,10-15%,30000001.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 10 15,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 10-15%,[],96612bbf-1c4a-4809-97be-a467ca17f6e5,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,96-99%,30000018.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 96 99,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 96-99%,[],c854c16f-4191-4d25-8453-a72ffae25a37,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,76-80%,30000014.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 76 80,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 76-80%,[],2da58c29-f328-470e-bc5d-5f598edae3b1,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,46- 50%,30000008.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 46 50,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 46- 50%,[],b28acad4-dac1-4614-a550-db39229f672b,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,36-40%,30000006.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 36 40,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 36-40%,[],86a86921-8cd1-4829-93b1-4af0107beb29,
